,time,Room,Day,Class,Enrollment,Instructor,Str_Start,Str_End
315,1/1/1900 11:30,2520,Monday,ISTE( 438)-ContemporaryDatabases,27,Edward Holden,11:00,11:50
316,1/1/1900 12:00,2520,Monday,N/A,0,N/A,N/A,N/A
317,1/1/1900 12:30,2520,Monday,N/A,0,N/A,N/A,N/A
318,1/1/1900 13:00,2520,Monday,N/A,0,N/A,N/A,N/A
319,1/1/1900 13:30,2520,Monday,N/A,0,N/A,N/A,N/A
320,1/1/1900 14:00,2520,Monday,N/A,0,N/A,N/A,N/A
321,1/1/1900 14:30,2520,Monday,N/A,0,N/A,N/A,N/A
322,1/1/1900 15:00,2520,Monday,N/A,0,N/A,N/A,N/A
323,1/1/1900 15:30,2520,Monday,N/A,0,N/A,N/A,N/A
324,1/1/1900 16:00,2520,Monday,N/A,0,N/A,N/A,N/A
325,1/1/1900 16:30,2520,Monday,N/A,0,N/A,N/A,N/A
326,1/1/1900 17:00,2520,Monday,N/A,0,N/A,N/A,N/A
327,1/1/1900 17:30,2520,Monday,N/A,0,N/A,N/A,N/A
328,1/1/1900 18:00,2520,Monday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
329,1/1/1900 18:30,2520,Monday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
330,1/1/1900 19:00,2520,Monday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
331,1/1/1900 19:30,2520,Monday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
332,1/1/1900 20:00,2520,Monday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
333,1/1/1900 20:30,2520,Monday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
334,1/1/1900 21:00,2520,Monday,N/A,0,N/A,N/A,N/A
335,1/1/1900 21:30,2520,Monday,,0,,21:30,22:00
336,1/1/1900 8:00,2520,Thursday,,0,,8:00,8:30
337,1/1/1900 8:30,2520,Thursday,N/A,0,N/A,N/A,N/A
338,1/1/1900 9:00,2520,Thursday,N/A,0,N/A,N/A,N/A
339,1/1/1900 9:30,2520,Thursday,ISTE( 730)-Foundations of IoT,11,Tae Oh,9:30,10:45
340,1/1/1900 10:00,2520,Thursday,ISTE( 730)-Foundations of IoT,11,Tae Oh,9:30,10:45
341,1/1/1900 10:30,2520,Thursday,ISTE( 730)-Foundations of IoT,11,Tae Oh,9:30,10:45
342,1/1/1900 11:00,2520,Thursday,ISTE( 222)-CompProbSolvingInfoDomainIII,22,Erik Golen,11:00,12:15
343,1/1/1900 11:30,2520,Thursday,ISTE( 222)-CompProbSolvingInfoDomainIII,22,Erik Golen,11:00,12:15
344,1/1/1900 12:00,2520,Thursday,ISTE( 222)-CompProbSolvingInfoDomainIII,22,Erik Golen,11:00,12:15
345,1/1/1900 12:30,2520,Thursday,N/A,0,N/A,N/A,N/A
346,1/1/1900 13:00,2520,Thursday,N/A,0,N/A,N/A,N/A
347,1/1/1900 13:30,2520,Thursday,N/A,0,N/A,N/A,N/A
348,1/1/1900 14:00,2520,Thursday,ISTE( 610)-KnowledgeRepresentationTech,23,Edward Holden,14:00,15:15
349,1/1/1900 14:30,2520,Thursday,ISTE( 610)-KnowledgeRepresentationTech,23,Edward Holden,14:00,15:15
350,1/1/1900 15:00,2520,Thursday,ISTE( 610)-KnowledgeRepresentationTech,23,Edward Holden,14:00,15:15
351,1/1/1900 15:30,2520,Thursday,N/A,0,N/A,N/A,N/A
352,1/1/1900 16:00,2520,Thursday,N/A,0,N/A,N/A,N/A
353,1/1/1900 16:30,2520,Thursday,N/A,0,N/A,N/A,N/A
354,1/1/1900 17:00,2520,Thursday,N/A,0,N/A,N/A,N/A
355,1/1/1900 17:30,2520,Thursday,N/A,0,N/A,N/A,N/A
356,1/1/1900 18:00,2520,Thursday,ISTE( 422)-App Develop Practices,29,Edward Griebel,18:00,20:50
357,1/1/1900 18:30,2520,Thursday,ISTE( 422)-App Develop Practices,29,Edward Griebel,18:00,20:50
358,1/1/1900 19:00,2520,Thursday,ISTE( 422)-App Develop Practices,29,Edward Griebel,18:00,20:50
359,1/1/1900 19:30,2520,Thursday,ISTE( 422)-App Develop Practices,29,Edward Griebel,18:00,20:50
360,1/1/1900 20:00,2520,Thursday,ISTE( 422)-App Develop Practices,29,Edward Griebel,18:00,20:50
361,1/1/1900 20:30,2520,Thursday,ISTE( 422)-App Develop Practices,29,Edward Griebel,18:00,20:50
362,1/1/1900 21:00,2520,Thursday,N/A,0,N/A,N/A,N/A
363,1/1/1900 21:30,2520,Thursday,,0,,21:30,22:00
364,1/1/1900 8:00,2520,Tuesday,,0,,8:00,8:30
365,1/1/1900 8:30,2520,Tuesday,N/A,0,N/A,N/A,N/A
366,1/1/1900 9:00,2520,Tuesday,N/A,0,N/A,N/A,N/A
367,1/1/1900 9:30,2520,Tuesday,ISTE( 730)-Foundations of IoT,11,Tae Oh,9:30,10:45
368,1/1/1900 10:00,2520,Tuesday,ISTE( 730)-Foundations of IoT,11,Tae Oh,9:30,10:45
369,1/1/1900 10:30,2520,Tuesday,ISTE( 730)-Foundations of IoT,11,Tae Oh,9:30,10:45
370,1/1/1900 11:00,2520,Tuesday,ISTE( 222)-CompProbSolvingInfoDomainIII,22,Erik Golen,11:00,12:15
371,1/1/1900 11:30,2520,Tuesday,ISTE( 222)-CompProbSolvingInfoDomainIII,22,Erik Golen,11:00,12:15
372,1/1/1900 12:00,2520,Tuesday,ISTE( 222)-CompProbSolvingInfoDomainIII,22,Erik Golen,11:00,12:15
373,1/1/1900 12:30,2520,Tuesday,N/A,0,N/A,N/A,N/A
374,1/1/1900 13:00,2520,Tuesday,N/A,0,N/A,N/A,N/A
375,1/1/1900 13:30,2520,Tuesday,N/A,0,N/A,N/A,N/A
376,1/1/1900 14:00,2520,Tuesday,ISTE( 610)-KnowledgeRepresentationTech,23,Edward Holden,14:00,15:15
377,1/1/1900 14:30,2520,Tuesday,ISTE( 610)-KnowledgeRepresentationTech,23,Edward Holden,14:00,15:15
378,1/1/1900 15:00,2520,Tuesday,ISTE( 610)-KnowledgeRepresentationTech,23,Edward Holden,14:00,15:15
379,1/1/1900 15:30,2520,Tuesday,N/A,0,N/A,N/A,N/A
380,1/1/1900 16:00,2520,Tuesday,N/A,0,N/A,N/A,N/A
381,1/1/1900 16:30,2520,Tuesday,N/A,0,N/A,N/A,N/A
382,1/1/1900 17:00,2520,Tuesday,ISTE( 782)-VisualAnalytics,25,Erik Golen,17:00,19:50
383,1/1/1900 17:30,2520,Tuesday,ISTE( 782)-VisualAnalytics,25,Erik Golen,17:00,19:50
384,1/1/1900 18:00,2520,Tuesday,ISTE( 782)-VisualAnalytics,25,Erik Golen,17:00,19:50
385,1/1/1900 18:30,2520,Tuesday,ISTE( 782)-VisualAnalytics,25,Erik Golen,17:00,19:50
386,1/1/1900 19:00,2520,Tuesday,ISTE( 782)-VisualAnalytics,25,Erik Golen,17:00,19:50
387,1/1/1900 19:30,2520,Tuesday,ISTE( 782)-VisualAnalytics,25,Erik Golen,17:00,19:50
388,1/1/1900 20:00,2520,Tuesday,N/A,0,N/A,N/A,N/A
389,1/1/1900 20:30,2520,Tuesday,N/A,0,N/A,N/A,N/A
390,1/1/1900 21:00,2520,Tuesday,N/A,0,N/A,N/A,N/A
391,1/1/1900 21:30,2520,Tuesday,,0,,21:30,22:00
392,1/1/1900 8:00,2520,Wednesday,,0,,8:00,8:30
393,1/1/1900 8:30,2520,Wednesday,N/A,0,N/A,N/A,N/A
394,1/1/1900 9:00,2520,Wednesday,N/A,0,N/A,N/A,N/A
395,1/1/1900 9:30,2520,Wednesday,N/A,0,N/A,N/A,N/A
396,1/1/1900 10:00,2520,Wednesday,ISTE( 464)-AccessibilityThroughTheLifespa,8,Elissa Weeden,10:00,10:50
397,1/1/1900 10:30,2520,Wednesday,ISTE( 464)-AccessibilityThroughTheLifespa,8,Elissa Weeden,10:00,10:50
398,1/1/1900 11:00,2520,Wednesday,ISTE( 438)-ContemporaryDatabases,27,Edward Holden,11:00,11:50
399,1/1/1900 11:30,2520,Wednesday,ISTE( 438)-ContemporaryDatabases,27,Edward Holden,11:00,11:50
400,1/1/1900 12:00,2520,Wednesday,N/A,0,N/A,N/A,N/A
401,1/1/1900 12:30,2520,Wednesday,N/A,0,N/A,N/A,N/A
402,1/1/1900 13:00,2520,Wednesday,N/A,0,N/A,N/A,N/A
403,1/1/1900 13:30,2520,Wednesday,N/A,0,N/A,N/A,N/A
404,1/1/1900 14:00,2520,Wednesday,N/A,0,N/A,N/A,N/A
405,1/1/1900 14:30,2520,Wednesday,N/A,0,N/A,N/A,N/A
406,1/1/1900 15:00,2520,Wednesday,N/A,0,N/A,N/A,N/A
407,1/1/1900 15:30,2520,Wednesday,N/A,0,N/A,N/A,N/A
408,1/1/1900 16:00,2520,Wednesday,N/A,0,N/A,N/A,N/A
409,1/1/1900 16:30,2520,Wednesday,N/A,0,N/A,N/A,N/A
410,1/1/1900 17:00,2520,Wednesday,N/A,0,N/A,N/A,N/A
411,1/1/1900 17:30,2520,Wednesday,N/A,0,N/A,N/A,N/A
412,1/1/1900 18:00,2520,Wednesday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
413,1/1/1900 18:30,2520,Wednesday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
414,1/1/1900 19:00,2520,Wednesday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
415,1/1/1900 19:30,2520,Wednesday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
416,1/1/1900 20:00,2520,Wednesday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
417,1/1/1900 20:30,2520,Wednesday,ISTE( 120)-CompProblemSolvingInfoDomainI,27,Tanweer Alam,18:00,20:50
418,1/1/1900 21:00,2520,Wednesday,N/A,0,N/A,N/A,N/A
419,1/1/1900 21:30,2520,Wednesday,,0,,21:30,22:00
420,1/1/1900 8:00,2620,Friday,,0,,8:00,8:30
421,1/1/1900 8:30,2620,Friday,N/A,0,N/A,N/A,N/A
422,1/1/1900 9:00,2620,Friday,ISTE( 330)-DatabaseConnectivityAndAccess,31,Stephen Zilora,9:00,9:50
423,1/1/1900 9:30,2620,Friday,ISTE( 330)-DatabaseConnectivityAndAccess,31,Stephen Zilora,9:00,9:50
424,1/1/1900 10:00,2620,Friday,N/A,0,N/A,N/A,N/A
425,1/1/1900 10:30,2620,Friday,N/A,0,N/A,N/A,N/A
426,1/1/1900 11:00,2620,Friday,ISTE( 430)-InformationRequirementsModelin,34,Elissa Weeden,11:00,11:50
427,1/1/1900 11:30,2620,Friday,ISTE( 430)-InformationRequirementsModelin,34,Elissa Weeden,11:00,11:50
428,1/1/1900 12:00,2620,Friday,N/A,0,N/A,N/A,N/A
429,1/1/1900 12:30,2620,Friday,N/A,0,N/A,N/A,N/A
430,1/1/1900 13:00,2620,Friday,ISTE( 600)-AnalyticalThinking,17,Jai Kang,13:00,13:50
431,1/1/1900 13:30,2620,Friday,ISTE( 600)-AnalyticalThinking,17,Jai Kang,13:00,13:50
432,1/1/1900 14:00,2620,Friday,ISTE( 612)-Knowledge Process Technologies,20,Jai Kang,14:00,14:50
433,1/1/1900 14:30,2620,Friday,ISTE( 612)-Knowledge Process Technologies,20,Jai Kang,14:00,14:50
434,1/1/1900 15:00,2620,Friday,N/A,0,N/A,N/A,N/A
435,1/1/1900 15:30,2620,Friday,N/A,0,N/A,N/A,N/A
436,1/1/1900 16:00,2620,Friday,N/A,0,N/A,N/A,N/A
437,1/1/1900 16:30,2620,Friday,N/A,0,N/A,N/A,N/A
438,1/1/1900 17:00,2620,Friday,N/A,0,N/A,N/A,N/A
439,1/1/1900 17:30,2620,Friday,N/A,0,N/A,N/A,N/A
440,1/1/1900 18:00,2620,Friday,N/A,0,N/A,N/A,N/A
441,1/1/1900 18:30,2620,Friday,N/A,0,N/A,N/A,N/A
442,1/1/1900 19:00,2620,Friday,N/A,0,N/A,N/A,N/A
443,1/1/1900 19:30,2620,Friday,N/A,0,N/A,N/A,N/A
444,1/1/1900 20:00,2620,Friday,N/A,0,N/A,N/A,N/A
445,1/1/1900 20:30,2620,Friday,N/A,0,N/A,N/A,N/A
446,1/1/1900 21:00,2620,Friday,N/A,0,N/A,N/A,N/A
447,1/1/1900 21:30,2620,Friday,,0,,21:30,22:00
448,1/1/1900 8:00,2620,Monday,,0,,8:00,8:30
449,1/1/1900 8:30,2620,Monday,N/A,0,N/A,N/A,N/A
450,1/1/1900 9:00,2620,Monday,ISTE( 330)-DatabaseConnectivityAndAccess,31,Stephen Zilora,9:00,9:50
451,1/1/1900 9:30,2620,Monday,ISTE( 330)-DatabaseConnectivityAndAccess,31,Stephen Zilora,9:00,9:50
452,1/1/1900 10:00,2620,Monday,N/A,0,N/A,N/A,N/A
453,1/1/1900 10:30,2620,Monday,N/A,0,N/A,N/A,N/A
454,1/1/1900 11:00,2620,Monday,ISTE( 430)-InformationRequirementsModelin,34,Elissa Weeden,11:00,11:50
455,1/1/1900 11:30,2620,Monday,ISTE( 430)-InformationRequirementsModelin,34,Elissa Weeden,11:00,11:50
456,1/1/1900 12:00,2620,Monday,N/A,0,N/A,N/A,N/A
457,1/1/1900 12:30,2620,Monday,N/A,0,N/A,N/A,N/A
458,1/1/1900 13:00,2620,Monday,ISTE( 600)-AnalyticalThinking,17,Jai Kang,13:00,13:50
459,1/1/1900 13:30,2620,Monday,ISTE( 600)-AnalyticalThinking,17,Jai Kang,13:00,13:50
460,1/1/1900 14:00,2620,Monday,ISTE( 612)-Knowledge Process Technologies,20,Jai Kang,14:00,14:50
461,1/1/1900 14:30,2620,Monday,ISTE( 612)-Knowledge Process Technologies,20,Jai Kang,14:00,14:50
462,1/1/1900 15:00,2620,Monday,N/A,0,N/A,N/A,N/A
463,1/1/1900 15:30,2620,Monday,N/A,0,N/A,N/A,N/A
464,1/1/1900 16:00,2620,Monday,N/A,0,N/A,N/A,N/A
465,1/1/1900 16:30,2620,Monday,N/A,0,N/A,N/A,N/A
466,1/1/1900 17:00,2620,Monday,ISTE( 436)-DatabaseManagementAndAccess,17,David Patric,17:00,18:15
467,1/1/1900 17:30,2620,Monday,ISTE( 436)-DatabaseManagementAndAccess,17,David Patric,17:00,18:15
468,1/1/1900 18:00,2620,Monday,ISTE( 436)-DatabaseManagementAndAccess,17,David Patric,17:00,18:15
469,1/1/1900 18:30,2620,Monday,N/A,0,N/A,N/A,N/A
470,1/1/1900 19:00,2620,Monday,N/A,0,N/A,N/A,N/A
471,1/1/1900 19:30,2620,Monday,N/A,0,N/A,N/A,N/A
472,1/1/1900 20:00,2620,Monday,N/A,0,N/A,N/A,N/A
473,1/1/1900 20:30,2620,Monday,N/A,0,N/A,N/A,N/A
474,1/1/1900 21:00,2620,Monday,N/A,0,N/A,N/A,N/A
475,1/1/1900 21:30,2620,Monday,,0,,21:30,22:00
476,1/1/1900 8:00,2620,Thursday,,0,,8:00,8:30
477,1/1/1900 8:30,2620,Thursday,N/A,0,N/A,N/A,N/A
478,1/1/1900 9:00,2620,Thursday,N/A,0,N/A,N/A,N/A
479,1/1/1900 9:30,2620,Thursday,ISTE( 240)-Web&MobileII,29,John-Paul Takats,9:30,10:45
480,1/1/1900 10:00,2620,Thursday,ISTE( 240)-Web&MobileII,29,John-Paul Takats,9:30,10:45
481,1/1/1900 10:30,2620,Thursday,ISTE( 240)-Web&MobileII,29,John-Paul Takats,9:30,10:45
482,1/1/1900 11:00,2620,Thursday,N/A,0,N/A,N/A,N/A
483,1/1/1900 11:30,2620,Thursday,N/A,0,N/A,N/A,N/A
484,1/1/1900 12:00,2620,Thursday,N/A,0,N/A,N/A,N/A
485,1/1/1900 12:30,2620,Thursday,N/A,0,N/A,N/A,N/A
486,1/1/1900 13:00,2620,Thursday,N/A,0,N/A,N/A,N/A
487,1/1/1900 13:30,2620,Thursday,N/A,0,N/A,N/A,N/A
488,1/1/1900 14:00,2620,Thursday,ISTE( 240)-Web&MobileII,29,Jim Habermas,14:00,15:15
489,1/1/1900 14:30,2620,Thursday,ISTE( 240)-Web&MobileII,29,Jim Habermas,14:00,15:15
490,1/1/1900 15:00,2620,Thursday,ISTE( 240)-Web&MobileII,29,Jim Habermas,14:00,15:15
491,1/1/1900 15:30,2620,Thursday,N/A,0,N/A,N/A,N/A
492,1/1/1900 16:00,2620,Thursday,N/A,0,N/A,N/A,N/A
493,1/1/1900 16:30,2620,Thursday,N/A,0,N/A,N/A,N/A
494,1/1/1900 17:00,2620,Thursday,N/A,0,N/A,N/A,N/A
495,1/1/1900 17:30,2620,Thursday,N/A,0,N/A,N/A,N/A
496,1/1/1900 18:00,2620,Thursday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
497,1/1/1900 18:30,2620,Thursday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
498,1/1/1900 19:00,2620,Thursday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
499,1/1/1900 19:30,2620,Thursday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
500,1/1/1900 20:00,2620,Thursday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
501,1/1/1900 20:30,2620,Thursday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
502,1/1/1900 21:00,2620,Thursday,N/A,0,N/A,N/A,N/A
503,1/1/1900 21:30,2620,Thursday,,0,,21:30,22:00
504,1/1/1900 8:00,2620,Tuesday,,0,,8:00,8:30
505,1/1/1900 8:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
506,1/1/1900 9:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
507,1/1/1900 9:30,2620,Tuesday,ISTE( 240)-Web&MobileII,29,John-Paul Takats,9:30,10:45
508,1/1/1900 10:00,2620,Tuesday,ISTE( 240)-Web&MobileII,29,John-Paul Takats,9:30,10:45
509,1/1/1900 10:30,2620,Tuesday,ISTE( 240)-Web&MobileII,29,John-Paul Takats,9:30,10:45
510,1/1/1900 11:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
511,1/1/1900 11:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
512,1/1/1900 12:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
513,1/1/1900 12:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
514,1/1/1900 13:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
515,1/1/1900 13:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
516,1/1/1900 14:00,2620,Tuesday,ISTE( 240)-Web&MobileII,29,Jim Habermas,14:00,15:15
517,1/1/1900 14:30,2620,Tuesday,ISTE( 240)-Web&MobileII,29,Jim Habermas,14:00,15:15
518,1/1/1900 15:00,2620,Tuesday,ISTE( 240)-Web&MobileII,29,Jim Habermas,14:00,15:15
519,1/1/1900 15:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
520,1/1/1900 16:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
521,1/1/1900 16:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
522,1/1/1900 17:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
523,1/1/1900 17:30,2620,Tuesday,N/A,0,N/A,N/A,N/A
524,1/1/1900 18:00,2620,Tuesday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
525,1/1/1900 18:30,2620,Tuesday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
526,1/1/1900 19:00,2620,Tuesday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
527,1/1/1900 19:30,2620,Tuesday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
528,1/1/1900 20:00,2620,Tuesday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
529,1/1/1900 20:30,2620,Tuesday,ISTE( 120)-CompProblemSolvingInfoDomainI,16,John Ghidiu,18:00,20:50
530,1/1/1900 21:00,2620,Tuesday,N/A,0,N/A,N/A,N/A
531,1/1/1900 21:30,2620,Tuesday,,0,,21:30,22:00
532,1/1/1900 8:00,2620,Wednesday,,0,,8:00,8:30
533,1/1/1900 8:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
534,1/1/1900 9:00,2620,Wednesday,ISTE( 330)-DatabaseConnectivityAndAccess,31,Stephen Zilora,9:00,9:50
535,1/1/1900 9:30,2620,Wednesday,ISTE( 330)-DatabaseConnectivityAndAccess,31,Stephen Zilora,9:00,9:50
536,1/1/1900 10:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
537,1/1/1900 10:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
538,1/1/1900 11:00,2620,Wednesday,ISTE( 430)-InformationRequirementsModelin,34,Elissa Weeden,11:00,11:50
539,1/1/1900 11:30,2620,Wednesday,ISTE( 430)-InformationRequirementsModelin,34,Elissa Weeden,11:00,11:50
540,1/1/1900 12:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
541,1/1/1900 12:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
542,1/1/1900 13:00,2620,Wednesday,ISTE( 600)-AnalyticalThinking,17,Jai Kang,13:00,13:50
543,1/1/1900 13:30,2620,Wednesday,ISTE( 600)-AnalyticalThinking,17,Jai Kang,13:00,13:50
544,1/1/1900 14:00,2620,Wednesday,ISTE( 612)-Knowledge Process Technologies,20,Jai Kang,14:00,14:50
545,1/1/1900 14:30,2620,Wednesday,ISTE( 612)-Knowledge Process Technologies,20,Jai Kang,14:00,14:50
546,1/1/1900 15:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
547,1/1/1900 15:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
548,1/1/1900 16:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
549,1/1/1900 16:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
550,1/1/1900 17:00,2620,Wednesday,ISTE( 436)-DatabaseManagementAndAccess,17,David Patric,17:00,18:15
551,1/1/1900 17:30,2620,Wednesday,ISTE( 436)-DatabaseManagementAndAccess,17,David Patric,17:00,18:15
552,1/1/1900 18:00,2620,Wednesday,ISTE( 436)-DatabaseManagementAndAccess,17,David Patric,17:00,18:15
553,1/1/1900 18:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
554,1/1/1900 19:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
555,1/1/1900 19:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
556,1/1/1900 20:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
557,1/1/1900 20:30,2620,Wednesday,N/A,0,N/A,N/A,N/A
558,1/1/1900 21:00,2620,Wednesday,N/A,0,N/A,N/A,N/A
559,1/1/1900 21:30,2620,Wednesday,,0,,21:30,22:00
560,1/1/1900 8:00,2650,Friday,,0,,8:00,8:30
561,1/1/1900 8:30,2650,Friday,N/A,0,N/A,N/A,N/A
562,1/1/1900 9:00,2650,Friday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,Elissa Weeden,9:00,9:50
563,1/1/1900 9:30,2650,Friday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,Elissa Weeden,9:00,9:50
564,1/1/1900 10:00,2650,Friday,ISTE( 724)-DataWarehousing,9,Jai Kang,10:00,10:50
565,1/1/1900 10:30,2650,Friday,ISTE( 724)-DataWarehousing,9,Jai Kang,10:00,10:50
566,1/1/1900 11:00,2650,Friday,ISTE( 330)-DatabaseConnectivityAndAccess,26,Jim Habermas,11:00,11:50
567,1/1/1900 11:30,2650,Friday,ISTE( 330)-DatabaseConnectivityAndAccess,26,Jim Habermas,11:00,11:50
568,1/1/1900 12:00,2650,Friday,ISTE( 230)-IntroToDatabaseAndDataModeling,27,Jim Habermas,12:00,12:50
569,1/1/1900 12:30,2650,Friday,ISTE( 230)-IntroToDatabaseAndDataModeling,27,Jim Habermas,12:00,12:50
570,1/1/1900 13:00,2650,Friday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,David Patric,13:00,13:50
571,1/1/1900 13:30,2650,Friday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,David Patric,13:00,13:50
572,1/1/1900 14:00,2650,Friday,ISTE( 432)-DatabaseApplicationDevelopment,13,Michael McQuaid,14:00,14:50
573,1/1/1900 14:30,2650,Friday,ISTE( 432)-DatabaseApplicationDevelopment,13,Michael McQuaid,14:00,14:50
574,1/1/1900 15:00,2650,Friday,N/A,0,N/A,N/A,N/A
575,1/1/1900 15:30,2650,Friday,N/A,0,N/A,N/A,N/A
576,1/1/1900 16:00,2650,Friday,N/A,0,N/A,N/A,N/A
577,1/1/1900 16:30,2650,Friday,N/A,0,N/A,N/A,N/A
578,1/1/1900 17:00,2650,Friday,N/A,0,N/A,N/A,N/A
579,1/1/1900 17:30,2650,Friday,N/A,0,N/A,N/A,N/A
580,1/1/1900 18:00,2650,Friday,N/A,0,N/A,N/A,N/A
581,1/1/1900 18:30,2650,Friday,N/A,0,N/A,N/A,N/A
582,1/1/1900 19:00,2650,Friday,N/A,0,N/A,N/A,N/A
583,1/1/1900 19:30,2650,Friday,N/A,0,N/A,N/A,N/A
584,1/1/1900 20:00,2650,Friday,N/A,0,N/A,N/A,N/A
585,1/1/1900 20:30,2650,Friday,N/A,0,N/A,N/A,N/A
586,1/1/1900 21:00,2650,Friday,N/A,0,N/A,N/A,N/A
587,1/1/1900 21:30,2650,Friday,,0,,21:30,22:00
588,1/1/1900 8:00,2650,Monday,,0,,8:00,8:30
589,1/1/1900 8:30,2650,Monday,N/A,0,N/A,N/A,N/A
590,1/1/1900 9:00,2650,Monday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,Elissa Weeden,9:00,9:50
591,1/1/1900 9:30,2650,Monday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,Elissa Weeden,9:00,9:50
592,1/1/1900 10:00,2650,Monday,ISTE( 724)-DataWarehousing,9,Jai Kang,10:00,10:50
593,1/1/1900 10:30,2650,Monday,ISTE( 724)-DataWarehousing,9,Jai Kang,10:00,10:50
594,1/1/1900 11:00,2650,Monday,ISTE( 330)-DatabaseConnectivityAndAccess,26,Jim Habermas,11:00,11:50
595,1/1/1900 11:30,2650,Monday,ISTE( 330)-DatabaseConnectivityAndAccess,26,Jim Habermas,11:00,11:50
596,1/1/1900 12:00,2650,Monday,ISTE( 230)-IntroToDatabaseAndDataModeling,27,Jim Habermas,12:00,12:50
597,1/1/1900 12:30,2650,Monday,ISTE( 230)-IntroToDatabaseAndDataModeling,27,Jim Habermas,12:00,12:50
598,1/1/1900 13:00,2650,Monday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,David Patric,13:00,13:50
599,1/1/1900 13:30,2650,Monday,ISTE( 230)-IntroToDatabaseAndDataModeling,30,David Patric,13:00,13:50
600,1/1/1900 14:00,2650,Monday,ISTE( 432)-DatabaseApplicationDevelopment,13,Michael McQuaid,14:00,14:50
601,1/1/1900 14:30,2650,Monday,ISTE( 432)-DatabaseApplicationDevelopment,13,Michael McQuaid,14:00,14:50
602,1/1/1900 15:00,2650,Monday,N/A,0,N/A,N/A,N/A
603,1/1/1900 15:30,2650,Monday,N/A,0,N/A,N/A,N/A
604,1/1/1900 16:00,2650,Monday,N/A,0,N/A,N/A,N/A
605,1/1/1900 16:30,2650,Monday,N/A,0,N/A,N/A,N/A
